cif,formula,energy
K2Fe2P2_129_9103.vasp,K2Fe2P2,-9.05158964
K2Fe2P2N2O14_2_9102.vasp,K2Fe2P2N2O14,-99.99837761
K2Fe2Sb2_12_9104.vasp,K2Fe2Sb2,-2.74184854
K2Fe4S6_51_9106.vasp,K2Fe4S6,-21.89956933
K2Fe4Se6_51_9107.vasp,K2Fe4Se6,-15.375211
K2Ga2H4_51_9108.vasp,K2Ga2H4,-15.49897801
K2Ge1H6O6_147_9109.vasp,K2Ge1H6O6,-60.08396643
K2Ge1H6S6_147_9110.vasp,K2Ge1H6S6,-42.24244397
K2Ge1O6F6_147_9111.vasp,K2Ge1O6F6,-31.93960447
K2Ge1P2H2O8F2_2_9112.vasp,K2Ge1P2H2O8F2,-76.77722089
K2Ge1S6F6_147_9113.vasp,K2Ge1S6F6,-30.71030299
K2Ge6As6_26_9114.vasp,K2Ge6As6,-38.05864672
K2H10Ru2C2O2_1_9115.vasp,K2H10Ru2C2O2,-65.74509742
K2H14C6O6_12_9116.vasp,K2H14C6O6,-130.6014501
K2H2_129_9129.vasp,K2H2,-4.61467374
K2H2C2O4_51_9117.vasp,K2H2C2O4,-45.76735598
K2H2C2O6_2_9118.vasp,K2H2C2O6,-58.12807739
K2H2C2O6_4_9119.vasp,K2H2C2O6,-58.12434629
K2H2C2S6_4_9120.vasp,K2H2C2S6,-38.99170925
K2H2C6N12_2_9121.vasp,K2H2C6N12,-128.9247112
K2H2N2O6_1_9123.vasp,K2H2N2O6,-46.00632208
K2H2O2_11_9125.vasp,K2H2O2,-18.85777319
K2H2O2_4_9124.vasp,K2H2O2,-18.50691283
K2H2S2_11_9127.vasp,K2H2S2,-13.95698428
K2H2S2_1_9126.vasp,K2H2S2,-13.61730255
K2H2Se2_11_9128.vasp,K2H2Se2,-11.52041154
K2H4C12N2Cl4O6_2_9130.vasp,K2H4C12N2Cl4O6,-152.63218755
K2H4I6O2_7_9131.vasp,K2H4I6O2,-26.5816662
K2H4N2_11_9132.vasp,K2H4N2,-27.55120639
K2H4Pd1N4O10_2_9133.vasp,K2H4Pd1N4O10,-88.2030907
K2H6C2N8O2_51_9135.vasp,K2H6C2N8O2,-101.60072505
K2H6C2O8_4_9136.vasp,K2H6C2O8,-59.90125622
K2H6C2S2O6_4_9137.vasp,K2H6C2S2O6,-76.9326736
K2H6C2S8_1_9138.vasp,K2H6C2S8,-57.87092478
K2H6C2Se2O6_1_9139.vasp,K2H6C2Se2O6,-69.36884932
K2H6C2Se2S6_4_9140.vasp,K2H6C2Se2S6,-57.20115512
K2H6C4N16O4_2_9141.vasp,K2H6C4N16O4,-178.54293911
K2H6C4O6_2_9142.vasp,K2H6C4O6,-87.73029264
K2H6C4S6_2_9143.vasp,K2H6C4S6,-69.87421681
K2H6C6O6_1_9144.vasp,K2H6C6O6,-102.72424043
K2H6C6O6_4_9145.vasp,K2H6C6O6,-102.75065415
K2H6C6S6_1_9146.vasp,K2H6C6S6,-83.57957702
K2H6N10O2_51_9148.vasp,K2H6N10O2,-94.13854048
K2H6N2O8_4_9150.vasp,K2H6N2O8,-60.53053089
K2H6Pb1O6_147_9151.vasp,K2H6Pb1O6,-55.2863295
K2H6Pb1S6_147_9152.vasp,K2H6Pb1S6,-39.24534309
K2H6Pd1S6_147_9154.vasp,K2H6Pd1S6,-39.43618365
K2H6Pt1O6_147_9155.vasp,K2H6Pt1O6,-55.43939427
K2H6Pt1S6_147_9156.vasp,K2H6Pt1S6,-41.10026346
K2H8Br2O4_2_9157.vasp,K2H8Br2O4,-55.32199912
K2H8Cl2O4_2_9158.vasp,K2H8Cl2O4,-56.65392705
K2H8I2_127_9160.vasp,K2H8I2,-17.5257961
K2H8I2O4_2_9159.vasp,K2H8I2O4,-53.3858261
K2H8S4Br2_2_9162.vasp,K2H8S4Br2,-42.0090107
K2H8S4I2_2_9164.vasp,K2H8S4I2,-40.36639796
K2Hf1O6F6_2_9167.vasp,K2Hf1O6F6,-39.24695693
K2Hf1S6F6_1_9168.vasp,K2Hf1S6F6,-36.48145439
K2Hf2Cu2S6_51_9169.vasp,K2Hf2Cu2S6,-38.556495
K2Hg2C4I2N4_51_9170.vasp,K2Hg2C4I2N4,-51.92151164
K2Hg3Ge2S8_3_9171.vasp,K2Hg3Ge2S8,-22.91917443
K2Hg4Br6O8_31_9172.vasp,K2Hg4Br6O8,-20.45304669
K2Hg4Cl6O8_31_9173.vasp,K2Hg4Cl6O8,-23.26789468
K2Hg4I6O8_31_9174.vasp,K2Hg4I6O8,-16.8417306
K2Hg4O8F6_31_9175.vasp,K2Hg4O8F6,-28.29885922
K2Hg4S2Br6O6_31_9176.vasp,K2Hg4S2Br6O6,-32.13014538
K2Hg4S2Cl6O6_31_9177.vasp,K2Hg4S2Cl6O6,-34.94559451
K2Hg4S2I6O6_31_9178.vasp,K2Hg4S2I6O6,-28.33504195
K2Hg4S6Cl6O2_31_9179.vasp,K2Hg4S6Cl6O2,-19.06549561
K2I1_164_9201.vasp,K2I1,0.42372052
K2Hg4S6I6O2_31_9180.vasp,K2Hg4S6I6O2,-11.98218669
K2Hg4S6O2F6_31_9181.vasp,K2Hg4S6O2F6,-25.36140546
K2Hg4S8Cl6_31_9183.vasp,K2Hg4S8Cl6,-16.70906046
K2Hg4S8F6_31_9184.vasp,K2Hg4S8F6,-21.03568188
K2Hg4S8I6_31_9185.vasp,K2Hg4S8I6,-10.14750197
K2Hg4Se2Br6O6_31_9186.vasp,K2Hg4Se2Br6O6,-25.79634546
K2Hg4Se2Cl6O6_31_9187.vasp,K2Hg4Se2Cl6O6,-28.43067306
K2Hg4Se2I6O6_31_9188.vasp,K2Hg4Se2I6O6,-22.30873904
K2Hg4Se2O6F6_31_9189.vasp,K2Hg4Se2O6F6,-33.13780017
K2Hg4Se2S6Br6_31_9190.vasp,K2Hg4Se2S6Br6,-13.6589906
K2Hg4Se2S6Cl6_31_9191.vasp,K2Hg4Se2S6Cl6,-15.72793783
K2Hg4Se2S6F6_31_9192.vasp,K2Hg4Se2S6F6,-20.13899471
K2Hg4Te2Br6O6_31_9194.vasp,K2Hg4Te2Br6O6,-24.4424146
K2Hg4Te2Cl6O6_31_9195.vasp,K2Hg4Te2Cl6O6,-27.03818013
K2Hg4Te2I6O6_31_9196.vasp,K2Hg4Te2I6O6,-21.15933725
K2Hg4Te2O6F6_31_9197.vasp,K2Hg4Te2O6F6,-31.7040902
K2Hg4Te2S6Br6_31_9198.vasp,K2Hg4Te2S6Br6,-13.05372472
K2Hg4Te2S6Cl6_31_9199.vasp,K2Hg4Te2S6Cl6,-14.93701536
K2Hg4Te2S6I6_31_9200.vasp,K2Hg4Te2S6I6,-9.78025666
K2I2_129_9206.vasp,K2I2,-1.98186841
K2I2Cl4O2_11_9202.vasp,K2I2Cl4O2,-12.19894557
K2I2F8_127_9204.vasp,K2I2F8,-17.54679637
K2Ir2Br10N2O4_11_9208.vasp,K2Ir2Br10N2O4,-35.81743941
K2Ir2N2Cl10O4_31_9209.vasp,K2Ir2N2Cl10O4,-42.87431153
K2Mg1Cl4_123_9212.vasp,K2Mg1Cl4,-5.45494549
K2Mg1Cr2H4O10_2_9213.vasp,K2Mg1Cr2H4O10,-82.94310751
K2Mg1H4_123_9220.vasp,K2Mg1H4,-12.94598983
K2Mg1H4O10_2_9214.vasp,K2Mg1H4O10,-56.82562934
K2Mg1H4S10_2_9215.vasp,K2Mg1H4S10,-43.33442765
K2Mg1H4S2O8_2_9216.vasp,K2Mg1H4S2O8,-68.73963245
K2Mg1H4S8O2_2_9217.vasp,K2Mg1H4S8O2,-46.14362626
K2Mg1H4Se2O8_2_9218.vasp,K2Mg1H4Se2O8,-64.53392846
K2Mg1H4Se2S8_2_9219.vasp,K2Mg1H4Se2S8,-41.89312633
K2Mg1O10F4_2_9221.vasp,K2Mg1O10F4,-39.52565832
K2Mg1S10F4_2_9222.vasp,K2Mg1S10F4,-35.61592391
K2Mg1S2O8F4_2_9223.vasp,K2Mg1S2O8F4,-56.98968393
K2Mg1Se2O8F4_2_9224.vasp,K2Mg1Se2O8F4,-44.98598618
K2Mg1Se2S8F4_2_9225.vasp,K2Mg1Se2S8F4,-33.86662965
K2Mg1Te2H4O8_2_9226.vasp,K2Mg1Te2H4O8,-63.91298089
K2Mg1Te2H4S8_2_9227.vasp,K2Mg1Te2H4S8,-41.50495062
K2Mg1Te2O8F4_2_9228.vasp,K2Mg1Te2O8F4,-45.13990384
K2Mg1Te2S8F4_2_9229.vasp,K2Mg1Te2S8F4,-37.0499633
K2Mg2Sb2_129_9230.vasp,K2Mg2Sb2,-5.50785841
K2Mg5Sn3_123_9231.vasp,K2Mg5Sn3,-3.80867393
K2Mn1As2S7Cl3_1_9232.vasp,K2Mn1As2S7Cl3,-32.60254875
K2Mn1As2S7F3_1_9233.vasp,K2Mn1As2S7F3,-37.57855516
K2Mn1P2H3S7_1_9234.vasp,K2Mn1P2H3S7,-41.56790222
K2Mn1P2O7F3_1_9235.vasp,K2Mn1P2O7F3,-62.56677446
K2Mn1P2S7Cl3_1_9236.vasp,K2Mn1P2S7Cl3,-36.57637487
K2Mn2As2_129_9238.vasp,K2Mn2As2,-9.48702437
K2Mn2Cl6O4_2_9239.vasp,K2Mn2Cl6O4,-30.99766159
K2Mn2H8Cl6O4_2_9240.vasp,K2Mn2H8Cl6O4,-67.46785082
K2Mn2P2_129_9242.vasp,K2Mn2P2,-12.28089141
K2Mn2P2O6F6_2_9241.vasp,K2Mn2P2O6F6,-72.01790248
K2Mn2Sb2_129_9243.vasp,K2Mn2Sb2,-6.06880928
K2Mo4Cl14O4_13_9244.vasp,K2Mo4Cl14O4,-56.01591918
K2Mo6O18_10_9245.vasp,K2Mo6O18,-126.63711402
K2Mo6P4O28_11_9246.vasp,K2Mo6P4O28,-207.07670514
K2N2O6_26_9248.vasp,K2N2O6,-41.02651248
K2N6O6F6_1_9250.vasp,K2N6O6F6,-67.57326476
K2Na2Os2N2O4F10_59_9251.vasp,K2Na2Os2N2O4F10,-66.57275591
K2Na4P6H14N6O16_1_9252.vasp,K2Na4P6H14N6O16,-229.57888231
K2Nb1Ag1S4_21_9253.vasp,K2Nb1Ag1S4,-20.91484006
K2Nb1Cu1S4_21_9254.vasp,K2Nb1Cu1S4,-21.85199396
K2Nb1Cu1Se4_21_9255.vasp,K2Nb1Cu1Se4,-17.8696738
K2Nb1S2_187_9256.vasp,K2Nb1S2,-13.35831272
K2Nb2Cl12_1_9260.vasp,K2Nb2Cl12,-34.98938322
K2Nb2Cl12_2_9259.vasp,K2Nb2Cl12,-35.61741715
K2Nb2Cu4S8_28_9262.vasp,K2Nb2Cu4S8,-40.47836031
K2Nb2Cu4Se8_28_9263.vasp,K2Nb2Cu4Se8,-32.80305678
K2Nb2F12_1_9264.vasp,K2Nb2F12,-59.39607696
K2Nb2I12_4_9265.vasp,K2Nb2I12,-15.94447745
K2Nb6O16_59_9266.vasp,K2Nb6O16,-152.78518778
K2Ni2As2_129_9267.vasp,K2Ni2As2,-4.34182157
K2Ni2Bi2_129_9268.vasp,K2Ni2Bi2,1.02493797
K2Ni2P2_129_9269.vasp,K2Ni2P2,-6.78938924
K2Ni2Sb2_12_9270.vasp,K2Ni2Sb2,-1.92553535
K2O2F2_11_9272.vasp,K2O2F2,-10.6908899
K2O2F2_2_9271.vasp,K2O2F2,-10.38217585
K2Os2Br8N2O4_7_9273.vasp,K2Os2Br8N2O4,-45.04641821
K2Os2C2Br8O4_31_9274.vasp,K2Os2C2Br8O4,-49.70002278
K2Os2C2Cl8O4_31_9275.vasp,K2Os2C2Cl8O4,-54.37334636
K2Os2C2I8O4_31_9276.vasp,K2Os2C2I8O4,-44.18328098
K2Os2C2O2F10_11_9277.vasp,K2Os2C2O2F10,-63.34534146
K2Os2C2S4I8_129_9278.vasp,K2Os2C2S4I8,-33.90456375
K2Os2I8N2O4_7_9279.vasp,K2Os2I8N2O4,-39.57844214
K2Os2N2Cl10O2_2_9280.vasp,K2Os2N2Cl10O2,-44.90871965
K2Os2N2O2F10_11_9282.vasp,K2Os2N2O2F10,-59.19286613
K2Os2S2N2Cl10_2_9284.vasp,K2Os2S2N2Cl10,-41.09629471
K2Os2S2N2F10_11_9285.vasp,K2Os2S2N2F10,-55.14742909
K2P2Au2Se6_10_9287.vasp,K2P2Au2Se6,-18.82868191
K2P2H4O4_13_9288.vasp,K2P2H4O4,-48.25379329
K2P2O8_11_9290.vasp,K2P2O8,-50.0393313
K2P30_2_9292.vasp,K2P30,-122.83305857
K2Pb1O6F6_147_9293.vasp,K2Pb1O6F6,-26.99116558
K2Pb1S6F6_147_9294.vasp,K2Pb1S6F6,-26.35898646
K2Pb2Br6O2_26_9295.vasp,K2Pb2Br6O2,-15.81518016
K2Pd1C4S4N4_2_9296.vasp,K2Pd1C4S4N4,-70.57982946
K2Pd1F4_10_9297.vasp,K2Pd1F4,-12.81272001
K2Pd1O2_47_9298.vasp,K2Pd1O2,-6.86267193
K2Pd1S2_47_9299.vasp,K2Pd1S2,-5.23820014
K2Pr2Si2Se8_4_9301.vasp,K2Pr2Si2Se8,-42.98786417
K2Pt1C4I2N4_2_9303.vasp,K2Pt1C4I2N4,-59.45794938
K2Pt1C4N4Cl2_2_9304.vasp,K2Pt1C4N4Cl2,-61.70007255
K2Pt1C4S4N4_2_9305.vasp,K2Pt1C4S4N4,-71.47367452
K2Pt1S2_47_9306.vasp,K2Pt1S2,-6.52464744
K2Pt1Se2_47_9307.vasp,K2Pt1Se2,-5.05269723
K2Pt2N2Cl6_51_9309.vasp,K2Pt2N2Cl6,-18.08923057
K2Pt4S6_164_9310.vasp,K2Pt4S6,-27.65314914
K2Ru2Br8N2O4_31_9312.vasp,K2Ru2Br8N2O4,-41.60706452
K2Ru2C2Br8O4_31_9313.vasp,K2Ru2C2Br8O4,-46.26455789
K2Ru2C2Cl10O2_11_9314.vasp,K2Ru2C2Cl10O2,-44.95476409
K2Ru2C2Cl8O4_31_9315.vasp,K2Ru2C2Cl8O4,-50.76952086
K2Ru2C2O2F10_11_9317.vasp,K2Ru2C2O2F10,-59.13195258
K2Ru2C2S4Br8_31_9318.vasp,K2Ru2C2S4Br8,-35.87720725
K2Ru2N2Cl10O2_2_9321.vasp,K2Ru2N2Cl10O2,-41.240966
K2Ru2N2Cl8O4_31_9322.vasp,K2Ru2N2Cl8O4,-45.93712863
K2Ru2N2O2F10_11_9323.vasp,K2Ru2N2O2F10,-55.2925394
K2Ru2S2N2Cl10_2_9324.vasp,K2Ru2S2N2Cl10,-37.60953435
K2Ru2S2N2F10_11_9325.vasp,K2Ru2S2N2F10,-51.23620305
K2Ru2S4I8N2_7_9327.vasp,K2Ru2S4I8N2,-29.22731234
K2S2F2_1_9328.vasp,K2S2F2,-9.32917634
K2S2N2Cl6O6_1_9329.vasp,K2S2N2Cl6O6,-49.67265876
K2S2N2O6F6_4_9330.vasp,K2S2N2O6F6,-53.64767693
K2S2N4O4F10_11_9331.vasp,K2S2N4O4F10,-67.61985622
K2S4Br2F8_1_9332.vasp,K2S4Br2F8,-26.56429064
K2S6Cl2_11_9334.vasp,K2S6Cl2,-15.94077278
K2S6F2_11_9335.vasp,K2S6F2,-18.52106961
K2S6I2_11_9336.vasp,K2S6I2,-13.69687165
K2S6N2_4_9338.vasp,K2S6N2,-26.73407871
K2S6N2F2_1_9337.vasp,K2S6N2F2,-30.03296003
K2S8N2Cl6_1_9339.vasp,K2S8N2Cl6,-31.59660096
K2Sb2C12Br10_18_9340.vasp,K2Sb2C12Br10,-87.12440032
K2Sb2Pd2_129_9341.vasp,K2Sb2Pd2,-5.93508933
K2Sb2S4_13_9342.vasp,K2Sb2S4,-17.30441581
K2Sb4Se8_2_9344.vasp,K2Sb4Se8,-27.86072708
K2Sb6O10_7_9345.vasp,K2Sb6O10,-69.56188322
K2Se2F2_11_9346.vasp,K2Se2F2,-8.12708445
K2Se2N2Cl6O6_4_9347.vasp,K2Se2N2Cl6O6,-42.05871256
K2Si6As6_10_9348.vasp,K2Si6As6,-43.19542226
K2Sn1As2S6_147_9349.vasp,K2Sn1As2S6,-27.20264455
K2Sn1H6O6_147_9350.vasp,K2Sn1H6O6,-58.24115874
K2Sn1H6S6_147_9351.vasp,K2Sn1H6S6,-40.9584514
K2Sn1O6F6_147_9352.vasp,K2Sn1O6F6,-29.62930218
K2Sn1S2_156_9353.vasp,K2Sn1S2,-7.35179576
K2Sr2I6_51_9355.vasp,K2Sr2I6,-9.07960668
K2Ta1Cu1Se4_21_9356.vasp,K2Ta1Cu1Se4,-19.25235671
K2Ta2Ag4Se8_28_9357.vasp,K2Ta2Ag4Se8,-32.91029598
K2Ta2Br12_4_9358.vasp,K2Ta2Br12,-30.2433537
K2Ta2Cl12_4_9359.vasp,K2Ta2Cl12,-39.30355404
K2Ta2Cu4Se8_28_9360.vasp,K2Ta2Cu4Se8,-35.48406902
K2Ta2F12_1_9361.vasp,K2Ta2F12,-63.13404561
K2Ta2I12_4_9362.vasp,K2Ta2I12,-19.06741618
K2Te1I2O12_147_9363.vasp,K2Te1I2O12,-41.49779722
K2Te2C2Cl6O6_4_9364.vasp,K2Te2C2Cl6O6,-47.48527347
K2Te2C2N2_31_9365.vasp,K2Te2C2N2,-31.09452804
K2Te2C2O6F6_1_9366.vasp,K2Te2C2O6F6,-57.85817445
K2Te2C2S6Cl6_1_9367.vasp,K2Te2C2S6Cl6,-35.93150125
K2Te2C2S6F6_1_9368.vasp,K2Te2C2S6F6,-46.2446699
K2Te2C4_31_9369.vasp,K2Te2C4,-27.77394997
K2Te2F2_1_9370.vasp,K2Te2F2,-6.84489362
K2Te2H2_12_9371.vasp,K2Te2H2,-9.04240555
K2Te2H6C2O6_4_9372.vasp,K2Te2H6C2O6,-68.26578884
K2Te2H6N2O6_1_9373.vasp,K2Te2H6N2O6,-68.25846001
K2Te2N2Cl6O6_4_9374.vasp,K2Te2N2Cl6O6,-42.4530035
K2Te2N4_31_9375.vasp,K2Te2N4,-30.05515416
K2Te2Pt1_47_9376.vasp,K2Te2Pt1,-3.41089359
K2Te4F18_2_9377.vasp,K2Te4F18,-54.77675289
K2Ti2P2S10_10_9378.vasp,K2Ti2P2S10,-57.61721125
K2Ti2P2Se10_10_9379.vasp,K2Ti2P2Se10,-47.42776496
K2Tl2O2_11_9380.vasp,K2Tl2O2,-10.05784693
K2U2Cl2O6_11_9382.vasp,K2U2Cl2O6,-67.30734327
K2U3I4O20_2_9383.vasp,K2U3I4O20,-134.85618941
K2V1Ag1Se4_21_9384.vasp,K2V1Ag1Se4,-13.92976473
K2V2Cu4S8_28_9385.vasp,K2V2Cu4S8,-34.34120883
K2V2Cu4Se8_28_9386.vasp,K2V2Cu4Se8,-26.61675168
K2V2H8S2O16_4_9387.vasp,K2V2H8S2O16,-132.62065258
K2V6O16_11_9388.vasp,K2V6O16,-123.95642023
K2Y1O2_164_9389.vasp,K2Y1O2,-19.07186288
K2Y1Te2_164_9390.vasp,K2Y1Te2,-9.5517904
K2Y2Mo4O16_13_9391.vasp,K2Y2Mo4O16,-128.22192426
K2Y2P4Se12_4_9392.vasp,K2Y2P4Se12,-60.02729563
K2Yb2I6_51_9393.vasp,K2Yb2I6,-10.08741348
K2Zn2P4H10O18_2_9394.vasp,K2Zn2P4H10O18,-161.97118903
K2Zn2P4H6O16_2_9395.vasp,K2Zn2P4H6O16,-136.31125775
K2Zr1H6O6_147_9396.vasp,K2Zr1H6O6,-66.05812542
K2Zr1O6F6_1_9398.vasp,K2Zr1O6F6,-37.63079275
K2Zr2Cu2S6_51_9399.vasp,K2Zr2Cu2S6,-35.14052614
K2Zr2Cu2Se6_51_9400.vasp,K2Zr2Cu2Se6,-28.95765873
K3H8Rh1C4Cl2O12_10_9401.vasp,K3H8Rh1C4Cl2O12,-133.04309863
K3Mo2Br9_174_9402.vasp,K3Mo2Br9,-17.50412009
K3Mo2Cl9_174_9403.vasp,K3Mo2Cl9,-24.03637785
K3Sb2N2O6F7_12_9404.vasp,K3Sb2N2O6F7,-67.67486856
K3Sn4Au1_25_9405.vasp,K3Sn4Au1,-1.93861079
K3Ti2Br9_174_9406.vasp,K3Ti2Br9,-27.71740652
K3V5O14_157_9407.vasp,K3V5O14,-106.3412842
K4Al4Te8_5_9408.vasp,K4Al4Te8,-26.4735531
K4As4O8_57_9409.vasp,K4As4O8,-59.42012351
K4As4Pd2_51_9410.vasp,K4As4Pd2,-13.63499584
K4As4S8_14_9411.vasp,K4As4S8,-38.71426
K4As8F28_14_9412.vasp,K4As8F28,-109.59735083
K4Au4S20_49_9413.vasp,K4Au4S20,-50.35412243
K4Bi4P8Se24_14_9416.vasp,K4Bi4P8Se24,-92.6213762
K4Br2_51_9418.vasp,K4Br2,-0.89421532
K4Br2O1_123_9417.vasp,K4Br2O1,-2.48099123
K4C4N28_14_9419.vasp,K4C4N28,-214.50435126
K4C4S4N4_57_9420.vasp,K4C4S4N4,-72.42061204
K4Ca2H4S4O18_11_9421.vasp,K4Ca2H4S4O18,-136.57101086
K4Ca2S4O18_4_9422.vasp,K4Ca2S4O18,-113.37620067
K4Cd1As2_164_9423.vasp,K4Cd1As2,-1.63482693
K4Cd1P2_10_9424.vasp,K4Cd1P2,0.18558916
K4Cd2Cl8_11_9426.vasp,K4Cd2Cl8,-11.78871266
K4Cd2F8_11_9427.vasp,K4Cd2F8,-21.00296643
K4Cd2I8_11_9428.vasp,K4Cd2I8,-0.98735495
K4Cd4Ge4As8_2_9429.vasp,K4Cd4Ge4As8,-27.52141313
K4Ce4P8S24_14_9430.vasp,K4Ce4P8S24,-140.11710511
K4Cl2_51_9431.vasp,K4Cl2,-2.19395201
K4Cl4O4_11_9432.vasp,K4Cl4O4,-18.84422653
K4Cl4O8_11_9433.vasp,K4Cl4O8,-30.37688125
K4Cl4O8_2_9434.vasp,K4Cl4O8,-32.02847417
K4Co2S4_49_9435.vasp,K4Co2S4,-15.89667272
K4Co2Se4_49_9436.vasp,K4Co2Se4,-12.18554452
K4Cr4Cl4O12_14_9437.vasp,K4Cr4Cl4O12,-88.9262144
K4Cu10Te10_59_9439.vasp,K4Cu10Te10,-10.12709076
K4Cu2P4O14_113_9440.vasp,K4Cu2P4O14,-100.64278068
K4Cu2S2Cl4O8_26_9441.vasp,K4Cu2S2Cl4O8,-53.99510079
K4Cu2Sb2S6_7_9442.vasp,K4Cu2Sb2S6,-24.65102892
K4Cu4O4_123_9443.vasp,K4Cu4O4,-15.02814863
K4Fe2P4O14_113_9444.vasp,K4Fe2P4O14,-103.07918552
K4Ga4Te8_5_9445.vasp,K4Ga4Te8,-21.77217987
K4Ge2As4_49_9446.vasp,K4Ge2As4,-17.40063735
K4Ge2Se6_2_9447.vasp,K4Ge2Se6,-22.3115964
K4Ge4S10_1_9448.vasp,K4Ge4S10,-45.26131286
K4H12C4N4_14_9449.vasp,K4H12C4N4,-97.78379177
K4H12C4S4O16_14_9450.vasp,K4H12C4S4O16,-173.49449763
K4H12C8S12_14_9451.vasp,K4H12C8S12,-139.2004292
K4H2Br2O2_11_9452.vasp,K4H2Br2O2,-22.99994822
K4H4Se2I4O20_13_9453.vasp,K4H4Se2I4O20,-105.70606642
K4H6Ir2N2Cl10_31_9454.vasp,K4H6Ir2N2Cl10,-62.37890501
K4H8S4N4O12_57_9455.vasp,K4H8S4N4O12,-134.52484593
K4H8Se4N4O12_14_9456.vasp,K4H8Se4N4O12,-120.36836507
K4Hg1As2_156_9457.vasp,K4Hg1As2,-0.93226477
K4Hg1As2_164_9458.vasp,K4Hg1As2,-1.72847904
K4Hg2Br8_11_9459.vasp,K4Hg2Br8,-4.86401158
K4Hg2Cl8_11_9460.vasp,K4Hg2Cl8,-9.17622541
K4Hg2F8_51_9461.vasp,K4Hg2F8,-17.46181711
K4Hg2I8_11_9462.vasp,K4Hg2I8,0.77064115
K4Hg2S4_28_9463.vasp,K4Hg2S4,-7.21440028
K4Hg6S8_13_9464.vasp,K4Hg6S8,-9.08555835
K4I2_51_9465.vasp,K4I2,0.89852257
K4I4Cl16_14_9466.vasp,K4I4Cl16,-15.03354822
K4In4P8Se24_14_9467.vasp,K4In4P8Se24,-92.30978922
K4Ir2C2Br10O2_31_9468.vasp,K4Ir2C2Br10O2,-45.02907391
K4La4P8S24_14_9469.vasp,K4La4P8S24,-141.78913065
K4La4P8Se24_14_9470.vasp,K4La4P8Se24,-117.17852832
K4Li4C4O12_14_9471.vasp,K4Li4C4O12,-116.35796478
K4Mn2S4_49_9473.vasp,K4Mn2S4,-17.29843294
K4Mn2Se4_49_9474.vasp,K4Mn2Se4,-12.18126311
K4Mo2O4F8_4_9475.vasp,K4Mo2O4F8,-60.14881265
K4Mo6O20_13_9476.vasp,K4Mo6O20,-139.66697638
K4Mo8O26_2_9477.vasp,K4Mo8O26,-181.07595175
K4Na2Ga2As4_49_9478.vasp,K4Na2Ga2As4,-17.25668174
K4Na2In2As4_49_9479.vasp,K4Na2In2As4,-15.29475716
K4Na4H48C4O36_7_9480.vasp,K4Na4H48C4O36,-418.668722
K4Nb2O4F10_12_9481.vasp,K4Nb2O4F10,-73.97123654
K4Nb6Br18_12_9482.vasp,K4Nb6Br18,-63.43140638
K4Nb6Cl18_12_9483.vasp,K4Nb6Cl18,-77.44043516
K4Nd4S8O32_14_9484.vasp,K4Nd4S8O32,-229.78721266
K4Ni2As4_51_9485.vasp,K4Ni2As4,-10.19552429
K4O12_13_9486.vasp,K4O12,-44.03494898
K4P2Au2S8_11_9487.vasp,K4P2Au2S8,-31.19868756
K4P2Pd1S8_2_9488.vasp,K4P2Pd1S8,-36.34577124
K4P4H12N4O12_14_9489.vasp,K4P4H12N4O12,-166.22545455
K4P4H8O16_13_9491.vasp,K4P4H8O16,-147.13734427
K4P4O10F4_13_9492.vasp,K4P4O10F4,-95.23917318
K4P4O8_57_9493.vasp,K4P4O8,-67.74994711
K4P4Pd2_51_9494.vasp,K4P4Pd2,-17.37809086
K4P4S8_14_9495.vasp,K4P4S8,-42.6082613
K4P4Se24_29_9496.vasp,K4P4Se24,-65.97668688
K4Pr4P8S24_14_9497.vasp,K4Pr4P8S24,-140.42443338
K4Pt2N6Cl6O12_11_9498.vasp,K4Pt2N6Cl6O12,-102.42677463
K4Ru2Br12_31_9499.vasp,K4Ru2Br12,-17.56231354
K4Ru2N2Cl10O2_31_9500.vasp,K4Ru2N2Cl10O2,-47.40690525
K4Ru2N2O4F10_59_9501.vasp,K4Ru2N2O4F10,-60.59118698
K4S10_4_9502.vasp,K4S10,-28.63536373
K4S12_13_9503.vasp,K4S12,-33.67128559
K4S4N4O12_57_9504.vasp,K4S4N4O12,-88.21957283
K4S4O10_11_9505.vasp,K4S4O10,-67.19914337
K4S4O14_13_9506.vasp,K4S4O14,-87.18932106
K4S4O8_13_9507.vasp,K4S4O8,-55.84505993
K4Sb4O8_14_9508.vasp,K4Sb4O8,-55.28900253
K4Sb4S8_14_9509.vasp,K4Sb4S8,-35.66068267
K4Sb8F28_14_9510.vasp,K4Sb8F28,-109.68565046
K4Se10_4_9511.vasp,K4Se10,-21.87524877
K4Se4O8_13_9512.vasp,K4Se4O8,-48.81652881
K4Se4S8_13_9513.vasp,K4Se4S8,-30.38935217
K4Si2As4_49_9514.vasp,K4Si2As4,-19.97172338
K4Si2P4_49_9515.vasp,K4Si2P4,-24.06919491
K4Sm2P4S14_5_9516.vasp,K4Sm2P4S14,-77.19773858
K4Sn4C8O16F4_14_9517.vasp,K4Sn4C8O16F4,-173.81722281
K4Sn4P4S16_14_9518.vasp,K4Sn4P4S16,-74.49581647
K4Te4F20_57_9521.vasp,K4Te4F20,-64.72496197
K4Te4O8_13_9522.vasp,K4Te4O8,-46.32668519
K4Te4S8_13_9523.vasp,K4Te4S8,-28.24073774
