cif,formula,energy
OQMD-2004500.vasp,Hg4O16Re4,-103.9954485
OQMD-2357393.vasp,Cl20Nb12O8,-174.73664427
OQMD-1282123.vasp,Mo6Te8,-34.91445038
OQMD-1283878.vasp,Mo2O10P2,-76.45767366
OQMD-6973150.vasp,B20H16Na4O40,-470.46880158
OQMD-9408020.vasp,Sn4Th2,-14.59833188
OQMD-9718439.vasp,Mo4O22Se4Sr2,-147.64066035
OQMD-8337856.vasp,Hg2Mn3O8,-43.45025675
OQMD-2059227.vasp,Fe4O24S6,-143.54420037
OQMD-8203421.vasp,O6Re2,-38.90733008
OQMD-185389.vasp,Pt4Sb8,-32.37204548
OQMD-9588221.vasp,Br6U2,-25.20410735
OQMD-9111600.vasp,Cu3S4Sn1,-13.99447399
OQMD-46533.vasp,As4Mo2,-21.25256528
OQMD-7743709.vasp,Rh3Se6,-24.06303456
OQMD-2066269.vasp,Cu8P28,-115.65951424
OQMD-183847.vasp,Bi2Se3,-10.54155855
OQMD-8428552.vasp,Cl12Lu2Na6,-48.7593746
OQMD-2003380.vasp,Ba8Si16,-76.89272265
OQMD-1905961.vasp,Fe4K2S6,-23.45380161
OQMD-5184659.vasp,K3O14V5,-111.33651271
OQMD-7743375.vasp,Cu1I4In1,-1.50068197
OQMD-9978475.vasp,B1Br5Sc4,-29.00359013
OQMD-182095.vasp,Cu2F4,-7.78239216
OQMD-8616498.vasp,Ca2Cu4O8,-43.35281487
OQMD-1768442.vasp,F12Tb4,-75.6270411
OQMD-7754681.vasp,Fe1Ni3S4,-12.50926407
OQMD-9349785.vasp,Pb4Sm2,-7.9779787
OQMD-183327.vasp,I2La2Te1,-13.13619072
OQMD-1926130.vasp,Se12Sm8,-80.47403807
OQMD-353011.vasp,Br4In4Te4,-14.74773306
OQMD-2240730.vasp,As16Cd24,4.05314625
OQMD-1775862.vasp,Al2F12Li2Yb2,-71.37388259
OQMD-181908.vasp,Ba2H2I2,-13.0648135
OQMD-1136056.vasp,H8O8Sr4,-87.67148671
OQMD-6976548.vasp,B20H12K4O38,-440.56725187
OQMD-8599760.vasp,P6Si6,-52.75849991
OQMD-7757943.vasp,Nb2Sb2Si2,-28.46215619
OQMD-410623.vasp,O8Se2Te2,-43.91958463
OQMD-5186402.vasp,B6K6O12,-126.0607745
OQMD-228620.vasp,Ca1Ge2,-7.81630198
OQMD-8237616.vasp,Co1F6Ni1,-14.87942599
OQMD-7780885.vasp,Cu4Ga2Se6,-18.35728274
OQMD-2026749.vasp,Ge4K8Te16,-40.16228106
OQMD-178966.vasp,Li2Nb2O6,-62.13531353
OQMD-8514743.vasp,Bi2F14Sr2,-46.2072281
OQMD-44369.vasp,Cu2K1Se2,-4.70301672
OQMD-9126638.vasp,Br6Nb1Rb2,-15.18688213
OQMD-8117571.vasp,S8Zr4,-57.58644681
OQMD-1921046.vasp,Ge6Ta3,-44.40228106
OQMD-62495.vasp,N8,-44.27000498
OQMD-8146767.vasp,Fe4I12,-4.00984079
OQMD-2026832.vasp,Fe4Li4O16P4,-141.57045285
OQMD-6501217.vasp,Br4Cu4Se4Te4,-15.16029373
OQMD-7839563.vasp,Eu2K2P2S8,-47.12765213
OQMD-4783311.vasp,Cl16Ga4In4,-38.77239743
OQMD-9734091.vasp,Cl38Li2Nb12,-157.07968353
OQMD-7747849.vasp,F6Rb2Ru1,-22.01364728
OQMD-1902425.vasp,Na2Nb2O4,-45.58427433
OQMD-2468153.vasp,Be24P16,-155.28129751
OQMD-2026805.vasp,Cl8O8Pb12,-75.51721561
OQMD-36910.vasp,H1Ni1,-4.82871101
OQMD-9715586.vasp,F16K8O4Sn4,-91.49964929
OQMD-1924870.vasp,Cs2H4O8P2,-74.72577597
OQMD-364173.vasp,Hg4Mg8,6.23162726
OQMD-5237957.vasp,Cl18Cr4Rb6,-49.53351985
OQMD-1769185.vasp,S8Sb4Tl4,-36.08355767
OQMD-4116019.vasp,Y2,-8.42530467
OQMD-2169754.vasp,Ge2Na4O6,-49.43735827
OQMD-9842274.vasp,Mo10O34Tl8,-236.72219443
OQMD-5219464.vasp,I4In4S4,-18.53074119
OQMD-7763771.vasp,Sb3Sn4,-12.40546754
OQMD-9774125.vasp,B2Cl28Zr12,-141.91441388
OQMD-2386756.vasp,Ge24Ru16,-155.21130785
OQMD-6633551.vasp,Na2Pt4,-8.3751061
OQMD-9899704.vasp,P8S48Ta8,-254.15654787
OQMD-2397337.vasp,Pb2Ti6,-39.28661372
OQMD-1927025.vasp,As8S12,-70.38989857
OQMD-9699334.vasp,F12I4O4,-34.90136462
OQMD-9905257.vasp,Ag40Cl8Te16,-3.601638
OQMD-7667039.vasp,Pt2Sn8,-19.633728
OQMD-2325902.vasp,P8S28Zr4,-149.5204939
OQMD-417837.vasp,Pt4S6Tl2,-29.0181562
OQMD-8331857.vasp,Cr3Te6,-17.48741525
OQMD-1919405.vasp,As2F14Pb2,-47.08508759
OQMD-1891401.vasp,K1O2Y1,-21.27193108
OQMD-9757849.vasp,Se16Ti4Tl16,-79.96128953
OQMD-4737547.vasp,Al2Na2S4,-26.34462884
OQMD-9110107.vasp,Cd1Se1,0.76693517
OQMD-9180906.vasp,Br4Ti1,-11.34141002
OQMD-2075203.vasp,Co4O24P8,-186.08416639
OQMD-9747478.vasp,O18P6Ru2,-140.1150981
OQMD-2036178.vasp,Cl6H18In2N6,-124.19789418
OQMD-2074307.vasp,H10K2O18P4Zn2,-164.32369255
OQMD-6062433.vasp,Cd1Ga1In1Te4,-7.89745726
OQMD-183603.vasp,Pr2Te6,-15.58078834
OQMD-1952328.vasp,Li2Mn2O14P4,-118.64283736
OQMD-1230696.vasp,O8Si2Zr2,-82.59967287
OQMD-8495327.vasp,Cl12Na2Os2,-25.28124209
OQMD-1930661.vasp,Na2O13Ti6,-140.84234865
OQMD-1919898.vasp,Ni8Ta4Te8,-42.46290119
OQMD-8162209.vasp,Ag2Na2S2,-7.69347357
OQMD-44361.vasp,Ba1Bi2Mg2,-5.98081149
OQMD-8161453.vasp,Ag2Li2S2,-11.13622276
OQMD-9072469.vasp,Cl4V2,-14.08518208
OQMD-9875982.vasp,Ga1Pd124,-92.443425
OQMD-1776475.vasp,Br14Fe2Te2,-9.37612116
OQMD-8641299.vasp,I16Rb4,-2.31021451
OQMD-44709.vasp,Cd1N1Ni3,-3.10442128
OQMD-8358083.vasp,Pr4Se8,-46.02211555
OQMD-8318295.vasp,I1Sb1Te1,-4.0599377
OQMD-7818905.vasp,Cl8Mg1Na6,-31.1207374
OQMD-8112835.vasp,I6In2,-3.14813115
OQMD-8349079.vasp,Al4Cr4Se12,-56.77714548
OQMD-7951065.vasp,Cu2K2Te2,-3.31390304
OQMD-50881.vasp,Ge2Na4Zn2,-3.88813538
OQMD-7746961.vasp,Cl6Co2,-11.22205649
OQMD-7752631.vasp,Co2K1P2,-13.68845367
OQMD-9718484.vasp,O24S6Sn4,-147.47707345
OQMD-7917665.vasp,Cl6U2,-29.95315674
OQMD-9440349.vasp,Bi4Br4S4,-22.06415216
OQMD-2003609.vasp,Ir8Se16,-56.47408214
OQMD-40510.vasp,C1Y2,-17.48979171
OQMD-7773489.vasp,Ag4Se2,-1.38969112
OQMD-2025772.vasp,Co2Nb8S16,-125.42793925
OQMD-8373892.vasp,Ba1O6Ta2,-62.7380557
OQMD-1940888.vasp,Cu8Na6S8,-22.76420219
OQMD-2074461.vasp,C4H10Na6O16,-172.85236943
OQMD-8372525.vasp,Ca1Cr1F6,-25.72275867
OQMD-7674069.vasp,H2O4Tm2,-45.92294412
OQMD-8398129.vasp,Rh4Sb4Se4,-34.60289955
OQMD-9823998.vasp,Ca8H8O24P8,-248.21828686
OQMD-2409829.vasp,Ag8O24Te8,-114.83734904
OQMD-9655626.vasp,Ag2Cd6,18.6592971
OQMD-8359031.vasp,Ag4S6Sn2,-18.50398456
OQMD-5179136.vasp,Ho16S24,-182.98415905
OQMD-2035109.vasp,Cu6K6Nb4S16,-89.40615667
OQMD-1230494.vasp,C1I5Y4,-34.57127972
OQMD-7778751.vasp,Ca2N4,-30.68537764
OQMD-1768174.vasp,Cu2K4Se8Ta2,-40.5018285
OQMD-9888146.vasp,B12H16Na4O28,-332.25184908
OQMD-9672488.vasp,Ge4Pt4Se4,-36.58691208
OQMD-9630310.vasp,O4S2,-26.23726525
OQMD-38778.vasp,Ba1O2,-13.02437011
OQMD-9120993.vasp,Br5Cl1Ru2,-10.99100132
OQMD-7732817.vasp,Pd8Ta1,-16.57541342
OQMD-215391.vasp,H8I2N2,-42.4139198
OQMD-7919245.vasp,B2Br6,-15.27302323
OQMD-9631856.vasp,Sn4Zr2,-16.65651552
OQMD-6303129.vasp,Al1Hg1In1Se4,-12.87661257
OQMD-186040.vasp,Ca8Pb4,-7.4592496
OQMD-7738007.vasp,La2O4,-35.87455982
OQMD-2063381.vasp,F20Na8Sn6,-95.57645269
OQMD-7789289.vasp,As4Ir4Se4,-44.12311011
OQMD-8162803.vasp,Au1N1Ni3,-4.14387828
OQMD-2250712.vasp,In16S24,-100.98561532
OQMD-38475.vasp,K2O1,-4.62118377
OQMD-1768490.vasp,Si6Sr10,-26.94946847
OQMD-2004404.vasp,O16Sr4Te4,-101.19849409
OQMD-9666496.vasp,N5Zr6,-76.63642103
OQMD-3033522.vasp,Li2Ni3Sb2,-8.63334379
OQMD-9877417.vasp,Ga1Pt124,-203.26031228
OQMD-9810374.vasp,Li4O32S10,-200.46183818
OQMD-9171884.vasp,Br2N2U2,-39.7769189
OQMD-9020510.vasp,Cl8Fe2H8N2,-54.58011486
OQMD-1769021.vasp,Cu6P2S8,-32.78966012
OQMD-7673823.vasp,K2Sb2Se4,-15.52292972
OQMD-50951.vasp,B4Mn4,-35.46580611
OQMD-179985.vasp,O8Os2,-46.53040825
OQMD-8389774.vasp,Sb1Tm1,-5.16204821
OQMD-48575.vasp,B2Ni4,-10.49001396
OQMD-177925.vasp,K4P4Pd2,-18.94178897
OQMD-5181734.vasp,As1O25Ta9,-250.89138675
OQMD-181467.vasp,In2Si2Te6,-20.13502459
OQMD-48777.vasp,N2Tc4,-47.9740107
OQMD-9468220.vasp,Nb4Ni4Te8,-39.24928463
OQMD-9834144.vasp,Bi4O36P12,-279.40746825
OQMD-5235892.vasp,As4Mg6O16,-120.50361342
OQMD-37092.vasp,Al1As1,-4.626851
OQMD-8331193.vasp,F6Li2Mo1,-31.00313703
OQMD-9066685.vasp,Se4Ta1Ti1,-27.41536228
OQMD-1987475.vasp,Na2O6Sb2,-41.89416802
OQMD-5220097.vasp,Cl4In4Se4,-20.92889152
OQMD-2003832.vasp,Cl12Mo4S8,-53.93912716
OQMD-62541.vasp,Ag2In2Te4,-7.23228519
OQMD-9122216.vasp,Cl2H2O2Sr2,-29.94394985
OQMD-7772925.vasp,Br7Nb3Se1,-31.19872304
OQMD-2074260.vasp,Li2O24Te4V6,-176.96182795
OQMD-1768355.vasp,Mo8N8,-91.58076528
OQMD-179167.vasp,Ca2Cl2Fe2O4,-35.67793966
OQMD-2010946.vasp,C4H8Na8O16,-169.31519229
OQMD-2171787.vasp,Co8Ge20Lu10,-100.457816
OQMD-184626.vasp,As8Zr4,-38.22015618
OQMD-7767271.vasp,I4Pt4Te4,-12.208871
OQMD-1926189.vasp,Bi4O12Sr4,-81.8762559
OQMD-9717406.vasp,I4Re12S16,-150.10150116
OQMD-373982.vasp,Sc4Sn8,-15.80831022
OQMD-734832.vasp,Ce1Mg3,-2.67238932
OQMD-2003607.vasp,Ba4O16S4,-118.33466588
OQMD-9183314.vasp,Cl12Pd6,-15.75838916
OQMD-8618512.vasp,Se8V6,-47.47294914
OQMD-6977780.vasp,Hg24O48Te8,-161.82707823
OQMD-6079866.vasp,Rh3Se4Te2,-22.54400196
OQMD-7878479.vasp,Mn1Se2,-6.88507084
OQMD-9649568.vasp,Ga6Zr2,-22.69117049
OQMD-7823299.vasp,I2Nd2O2,-27.39451987
OQMD-9440190.vasp,Os4Sb4Se4,-43.30752397
OQMD-1280632.vasp,Nb6Se8,-52.67720681
OQMD-55552.vasp,F4H2K2,-22.21254285
OQMD-8108005.vasp,Ce2I6,-14.3386104
OQMD-62456.vasp,Br2F6,-7.17394728
OQMD-5186805.vasp,K16O28P8,-227.88709208
OQMD-7744197.vasp,Au2Hg1Se2,0.33103023
OQMD-9800255.vasp,H18K6O18Sn3,-179.03002316
OQMD-34133.vasp,Pt1,-3.37179794
OQMD-581760.vasp,Cl8Hg2Pd1Rb2,-8.82031185
OQMD-1283344.vasp,Cu2Ir4S8,-41.85616884
OQMD-9238956.vasp,Br8Th2,-26.55856549
OQMD-9659755.vasp,O3Zr6,-54.47840712
OQMD-9650595.vasp,Te6Th2,-25.49071282
OQMD-9768562.vasp,I28Ta12,-99.91209979
OQMD-7915663.vasp,Cl4Cu1Ga1,-7.67230633
OQMD-46467.vasp,Li2O4,-17.12292253
OQMD-36618.vasp,Nd1Se1,-7.56392586
OQMD-4119555.vasp,Cd2Mg2,6.10425316
OQMD-7740013.vasp,Ge1I2Y2,-17.11175586
OQMD-1967869.vasp,I14Nb6Te2,-47.44015848
OQMD-9718847.vasp,Cu6K6S16Ta4,-95.04479839
OQMD-8516740.vasp,Ge4O12V2,-94.42871877
OQMD-8205907.vasp,Cl12K4Pt2,-23.63875564
OQMD-1998762.vasp,B2V1,-15.76197154
OQMD-7753729.vasp,Cl2N1Y2,-25.93188879
OQMD-2005477.vasp,Cu4Ho4Pb4Se12,-59.39602616
OQMD-7832567.vasp,F2O6P2Zr1,-62.52502186
OQMD-1127493.vasp,Fe2H4O10P2,-85.98724277
OQMD-1286635.vasp,K2Pr2Se8Si2,-44.26285619
OQMD-7906547.vasp,Cd2P2S6,-23.36672714
OQMD-1919871.vasp,Ag2P4S12Sc2,-65.4666381
OQMD-9432051.vasp,Cl6Fe2Tl2,-14.1315604
OQMD-4113645.vasp,Hg29,71.18907026
OQMD-7903305.vasp,Se4Sr4,-20.26266982
OQMD-9710157.vasp,Ba4O16Te4,-101.72512425
OQMD-3523244.vasp,Cu28S16,-41.40201696
OQMD-178967.vasp,B4V6,-48.62201168
OQMD-9300999.vasp,Au2Hf2,-11.53545607
OQMD-9726251.vasp,Nb16Si4Te16,-154.19629854
OQMD-8325763.vasp,Ag1Ga1I4,-1.95632845
OQMD-9097268.vasp,Ag2Ga2S4,-16.71243402
OQMD-56202.vasp,Mn4Si4,-29.59484001
OQMD-9442793.vasp,Bi8Pa6,-53.97595153
OQMD-1988462.vasp,Li2O6V2,-53.4485523
OQMD-7760933.vasp,Eu1I2,-5.38797793
OQMD-8625046.vasp,F16,3.66541242
OQMD-2065804.vasp,Cl12O12Sb12,-112.7270384
OQMD-36726.vasp,Eu1Se1,-7.13773644
OQMD-4539326.vasp,Cu2K2S6Zr2,-37.57442383
OQMD-59990.vasp,Al2Mo6,-30.20851313
OQMD-1892734.vasp,Fe1Li1O2,-16.24122569
OQMD-2011480.vasp,Ca4I8O24,-115.72285064
OQMD-185441.vasp,Ir4Sb8,-39.24340218
OQMD-9442003.vasp,Ca10Rh4,-9.04379069
OQMD-9981280.vasp,Br6K1O2W2,-30.93184496
OQMD-1921610.vasp,K2O8Tc2,-61.94443652
OQMD-9442358.vasp,F4Hg6O4,-9.91246884
OQMD-8203390.vasp,F6Fe1Hf1,-32.57073829
OQMD-2036922.vasp,Ga8K8Te16,-47.8471901
OQMD-2028015.vasp,Cs8S20,-60.73061884
OQMD-7840719.vasp,Fe1K1O9P3,-72.48220545
OQMD-7765903.vasp,Cl4Pt4Te4,-15.16641842
OQMD-57333.vasp,Na4S4,-18.950558
OQMD-8606754.vasp,Se8Tc4,-54.57931285
OQMD-1941258.vasp,Cd2Cl12Rb8,-27.42617757
OQMD-2069142.vasp,Ag4F28Ru4,-59.97166039
OQMD-179217.vasp,Ga4Ta6,-49.16254023
OQMD-1775529.vasp,Pt10Se8,-38.70575379
OQMD-915387.vasp,Ca2Mn3O8,-59.79992036
OQMD-7780459.vasp,As2K1Ni2,-6.19913259
OQMD-2004268.vasp,O16Tl2V6,-125.39326097
OQMD-186070.vasp,Cd2O8S2,-43.45943488
OQMD-50249.vasp,Ni3S2Sn2,-9.08068345
OQMD-5178152.vasp,Cl6Rh2,-11.66626441
OQMD-2006115.vasp,F4In4O12Te4,-86.92667817
OQMD-1280629.vasp,Na4O8Se2,-51.01869262
OQMD-5222982.vasp,Cr4Mn2O8,-68.09988512
OQMD-1775614.vasp,Ga5Pd13,-29.7640955
OQMD-2017507.vasp,Cl16Ru2S6,-34.29353537
OQMD-59926.vasp,Hg2Ti6,-33.9496102
OQMD-8495789.vasp,N8Si4Zn4,-80.60297428
OQMD-5182512.vasp,Ba4Bi8S16,-79.40265844
OQMD-7767011.vasp,Br2Sc2Se2,-19.24157576
OQMD-7783361.vasp,Br4Ga4Se4,-22.51639683
OQMD-43526.vasp,Cu2Te2Tl1,-2.52543961
OQMD-9180360.vasp,Cl4V1,-9.25725893
OQMD-7749389.vasp,As3Pb4,-13.73509718
OQMD-40171.vasp,Ag2Zr2,-6.40281946
OQMD-8592607.vasp,Cl6Na1O2W2,-36.00943326
OQMD-1767908.vasp,Bi6Sr10,-16.70295624
OQMD-45923.vasp,K2Pt1Te2,-6.02441621
OQMD-7772863.vasp,P2Se6Sn1,-22.28264848
OQMD-7762469.vasp,Br2Er2O2,-28.90010089
OQMD-7915317.vasp,Mn4S6,-30.39489428
OQMD-1284111.vasp,Cd6Cl4O4,-14.99396782
OQMD-7762347.vasp,I2S1Sc2,-14.24042722
OQMD-9715159.vasp,Cl16Co4Na8,-45.24046442
OQMD-8590883.vasp,Se6Tl4,-14.30436039
OQMD-327417.vasp,Pd4Se6Tl2,-20.10484866
OQMD-9469997.vasp,N8Sr6Tc2,-77.82548706
OQMD-2072677.vasp,I4Nb8Te24,-93.49276952
OQMD-1767935.vasp,In12Ru4,-29.53288413
OQMD-48741.vasp,As4Nb2,-28.67359592
OQMD-7754877.vasp,Ba6P6,-37.6409881
OQMD-59897.vasp,Cl6Ru2,-14.74799712
OQMD-7731515.vasp,Cs2F6Ru1,-21.68770903
OQMD-9795716.vasp,Cs4I28Mo12,-54.63201665
OQMD-1281191.vasp,H1K1,-3.01236121
OQMD-9182307.vasp,Ag6Cl8,-2.29189241
OQMD-9181914.vasp,Ag6I6,4.16967966
OQMD-1769356.vasp,Ni2Se10Ta4,-60.4063403
OQMD-55293.vasp,F6Pd2,-10.96867011
OQMD-1768478.vasp,Hf4Pd12,-47.35993581
OQMD-5218022.vasp,O8Te2Zn2,-39.18083225
OQMD-9107531.vasp,Ba2Cu2Se4,-16.0080522
OQMD-2957011.vasp,C2Cl28Ti12,-162.461095
OQMD-7761255.vasp,Ge2In2Se6,-23.79556428
OQMD-37192.vasp,Na2,-0.64650748
OQMD-7736427.vasp,I6V2,-8.4098421
OQMD-412447.vasp,As4Ga2K4Na2,-18.58073711
OQMD-48819.vasp,Fe2Li2P2,-16.03659092
OQMD-3503760.vasp,Nd20S38,-260.520622
OQMD-59995.vasp,B4Cr4,-38.12987095
OQMD-3507032.vasp,Cs8O36Te16,-208.59869331
OQMD-2011806.vasp,Nb4O22Te6,-169.26601219
OQMD-7776275.vasp,Cl2Co2Se2,-11.82754703
OQMD-8335721.vasp,Rb4Se6Ti2,-34.22178659
OQMD-8237879.vasp,Cu1F6Pb1,-12.82151382
OQMD-59537.vasp,Br2Li5N1,-22.90196794
OQMD-8156139.vasp,Al2Br2Te2,-11.89343445
OQMD-1892423.vasp,Ba2Mo2O8,-63.28431671
OQMD-7908633.vasp,Os4Se8,-42.53545512
OQMD-2074615.vasp,Cl4Ho4O20Te8,-153.33707847
OQMD-9717018.vasp,F4O16Sb12,-129.91286405
OQMD-34457.vasp,Fe1,-2.17986926
OQMD-40406.vasp,Te2Zr1,-9.62989955
OQMD-9703470.vasp,La2P4S14Tl4,-78.21322298
OQMD-7739453.vasp,Al2Se2Si2,-20.51637507
OQMD-84094.vasp,Si6V3,-40.2389145
OQMD-9652167.vasp,Te6Y2,-17.4777946
OQMD-8158363.vasp,Cl3K1,-3.24262862
OQMD-7745045.vasp,As4Eu2,-23.23700175
OQMD-1230759.vasp,C4Nb8,-95.31101011
OQMD-5187427.vasp,Eu4I8O24,-129.69064555
OQMD-2392757.vasp,Mg6Y2,-7.81280841
OQMD-4153358.vasp,F4Mn2,-16.85606676
OQMD-1795295.vasp,Ca1,-0.63615522
OQMD-1653993.vasp,P42,-169.93183137
OQMD-9411344.vasp,Cl4Ge2,-11.80316542
OQMD-9999563.vasp,Br6K1Mo2O2,-24.72653973
OQMD-9215939.vasp,C2O10Y4,-114.32714777
OQMD-7784537.vasp,K1Ni4Sb2,-2.04125376
OQMD-9691344.vasp,N4O12Pd2,-74.8100678
OQMD-9761792.vasp,Al4Pd4,-18.17405704
OQMD-5232553.vasp,P4S16Y4,-101.04293921
OQMD-8692733.vasp,Br4Nb2O2,-31.82023596
OQMD-301587.vasp,K6Se6,-18.22114198
OQMD-9171782.vasp,Se2U4,-42.94117322
OQMD-5188457.vasp,Ca2O7V2,-59.79763445
OQMD-1286026.vasp,Bi4Pd6S4,-26.45432244
OQMD-7765849.vasp,Br2P1Zr2,-19.18158235
OQMD-7743333.vasp,Cl6V2,-17.85743634
OQMD-9628303.vasp,H2I2Sr2,-12.22510716
OQMD-8328323.vasp,Ag3Te4V1,-7.41223264
OQMD-1283723.vasp,Hf6N8,-114.05163099
OQMD-38676.vasp,N1Sr2,-7.81271001
OQMD-2026985.vasp,Cs8O16Se4,-90.40830787
OQMD-177798.vasp,Br6Cd2Cs2,-5.31199773
OQMD-7759125.vasp,C4I2La4,-48.76805857
OQMD-5188620.vasp,Ca8Cl12O2,-62.77718293
OQMD-9446501.vasp,Rh3Ta1,-17.80269242
OQMD-41665.vasp,Fe1Ni3,2.1147649
OQMD-9615903.vasp,Hf2N2O1,-39.80559971
OQMD-5181634.vasp,Cl4O22Te12,-128.6478547
OQMD-7758225.vasp,C1Cl2Hf2,-27.38052996
OQMD-1770228.vasp,F4I4O8,-35.90353338
OQMD-38781.vasp,Na2O1,-7.45301031
OQMD-56623.vasp,Na4Se4,-15.93130833
OQMD-9421594.vasp,Li2Pd2Si4,-25.96206603
OQMD-1772611.vasp,F14Pb2Ta2,-70.04680471
OQMD-7907003.vasp,Cl4Mn2,-10.77481538
OQMD-8163297.vasp,In2O2,-14.32127679
OQMD-9666747.vasp,Br2Cs2F8,-16.74006169
OQMD-9603750.vasp,Br2Zr2,-12.29330515
OQMD-8426718.vasp,I4Li1O12Tl1,-50.19842605
OQMD-7779661.vasp,C2S2Sc4,-42.52490812
OQMD-2012314.vasp,F24U4,-123.24033827
OQMD-7765653.vasp,B1C2Y2,-33.342263
OQMD-1890796.vasp,Bi4Li4O8,-62.98657468
OQMD-2056423.vasp,O24Pb3Re6,-179.4367638
OQMD-769742.vasp,Mg2O10Ti4,-106.03252652
OQMD-1280623.vasp,O10Sb4,-60.86217427
OQMD-2036416.vasp,Hg6O20Se6,-82.41199632
OQMD-8633702.vasp,O12Te4Tl2,-63.10784208
OQMD-2003350.vasp,Cl16Ga8,-41.36089132
OQMD-7751869.vasp,Br4Cu1Ga1,-5.29188693
OQMD-8473569.vasp,F8Fe4,-32.61342404
OQMD-7738605.vasp,C1Cl2Zr2,-24.37698569
OQMD-7758561.vasp,Cu4S6Tl2,-17.19464771
OQMD-49420.vasp,Bi2Cl2O2,-17.80977254
OQMD-9419723.vasp,As4Li2Pr2,-29.20728463
OQMD-5173923.vasp,O9Tl18,-49.23254606
OQMD-179008.vasp,Bi2Br2O4Sr2,-34.94906223
OQMD-8607395.vasp,Ga4Ni8,-6.77819825
OQMD-9443177.vasp,Cl8Mn2Rb4,-21.74736025
OQMD-6200486.vasp,Mn1Pd3,-4.51501854
OQMD-402412.vasp,Ag2Na6S4,-21.53243288
OQMD-3495830.vasp,In8O36Te12,-217.04636012
OQMD-7776875.vasp,I2Nb2S8,-39.81310214
OQMD-2027687.vasp,Dy8Sb20,-81.07811826
OQMD-8160825.vasp,Cu2K1Te2,-2.69546791
OQMD-2223099.vasp,O24Y16,-294.38548621
OQMD-1217878.vasp,Cd1Cr2H4K2O10,-77.88879136
OQMD-2029006.vasp,Cd26K2,63.8672575
OQMD-46333.vasp,Br2O2Sm2,-29.13257985
OQMD-178853.vasp,B6V4,-57.96246722
OQMD-8573874.vasp,Lu2Sn4,-6.99352071
OQMD-2003612.vasp,Ba2Fe8O14,-94.779965
OQMD-7670375.vasp,Mo13Nb3,-61.30631663
OQMD-8347033.vasp,Ge6Se12,-46.87439179
OQMD-9730241.vasp,N4O22Pb12,-148.17208879
OQMD-2015081.vasp,Co4Nb4Te8,-47.18763707
OQMD-9516580.vasp,K2Se5,-13.53286727
OQMD-4779537.vasp,Bi2Pd2,-5.35334686
OQMD-2003364.vasp,Ag12Au4Se8,-4.07393259
OQMD-8692731.vasp,Cl4Mo2O2,-24.55613277
OQMD-9650134.vasp,Li4N4,-36.9162791
OQMD-84945.vasp,Cr6N3,-43.81303294
OQMD-3503593.vasp,H32N8O16S4,-274.95611933
OQMD-2013478.vasp,Co3Ni3P3,-20.89959563
OQMD-3253376.vasp,Bi2F2O2,-19.56801472
OQMD-5188820.vasp,Cl4Ga4S4,-28.78285682
OQMD-1230646.vasp,Cl8N1W2,-30.0733328
OQMD-7765379.vasp,Hf2P1Te2,-23.7247773
OQMD-7733649.vasp,Li2Mg2O4Rb2,-34.63162249
OQMD-1282006.vasp,Cu2Rh4Se8,-30.2195819
OQMD-9592103.vasp,Ag1Ba1O2,-10.92000394
OQMD-8590294.vasp,Fe6Ge4,-14.38834215
OQMD-7766053.vasp,Ni4Si4Sr4,-18.68451034
OQMD-1284056.vasp,Eu1O1,-10.99609236
OQMD-2003739.vasp,O16Sb8,-106.03384481
OQMD-7823195.vasp,Cs4Ge2Te6,-17.14346921
OQMD-2047611.vasp,Ga8O18Sr6,-146.74689573
OQMD-8205774.vasp,O12Se4V2,-77.14422757
OQMD-8625285.vasp,Ga4H8K4,-32.50528884
OQMD-2034718.vasp,O20Se8Sr4,-128.53998892
OQMD-9649509.vasp,B4Li4,-32.04538126
OQMD-9725215.vasp,As8Cu12S18,-77.82212827
OQMD-8547820.vasp,Nb8S12,-105.41979872
OQMD-8332170.vasp,Ba2Co2O6,-44.09156495
OQMD-9655309.vasp,Co2O4Zn2,-20.7712714
OQMD-2028383.vasp,Bi4Ga8S16,-78.69682036
OQMD-5216881.vasp,Ga4S4Te2,-25.43444913
OQMD-9663435.vasp,Br4Nb2S4,-31.84247681
OQMD-219581.vasp,Li8O16S4,-130.28761496
OQMD-1911027.vasp,Cl2N2Zr2,-34.2135506
OQMD-9215588.vasp,Cu4O8Sr2,-42.74633794
OQMD-1892073.vasp,Ag2K4Se8V2,-30.17274395
OQMD-9442121.vasp,Mn2S8Sc4,-55.38130374
OQMD-8331874.vasp,Ni3Te6,-6.65542728
OQMD-9110108.vasp,Se4Sn4,-12.610227
OQMD-3169909.vasp,I2O2Y2,-31.21218123
OQMD-1926097.vasp,S12Sn2Ta6,-100.95148883
OQMD-2502229.vasp,Ir4Mg8,-20.33748244
OQMD-7766597.vasp,Co1O8Re2,-59.41084418
OQMD-7745755.vasp,Bi4Sr2,-7.84829763
OQMD-2035818.vasp,Cl8O12Se4Zn8,-69.28080558
OQMD-8114823.vasp,Cl6Ho2,-23.38915449
OQMD-2058080.vasp,F24Fe4Pb6,-86.33279589
OQMD-1972786.vasp,Co6Pt2,-14.1084144
OQMD-39912.vasp,F2Xe1,0.54519474
OQMD-7732901.vasp,Br2Mo2Se8,-28.56441575
OQMD-9792759.vasp,C8I16O2Y18,-196.69720606
OQMD-9819802.vasp,Au2In2Te4,-7.2377759
